R,Z,A_phi,Br,Bz
4.487671248591688644e-01,2.610445373502394070e-02,6.650959053875250826e-02,-3.071713852725410903e-03,5.630241679395794896e-02
4.453142503130286811e-01,1.776847717655948011e-02,6.589774502639723919e-02,-2.126448024121514215e-03,5.660417056183884854e-02
4.432079204157796104e-01,8.994981739813280933e-03,6.552447067881238263e-02,-1.124896046068383929e-03,5.684998196247040975e-02
4.425000000000000044e-01,7.041719095097280756e-18,6.540139142893618140e-02,-1.596331149909061009e-05,5.691738339964474980e-02
4.432079204157796104e-01,-8.994981739813267055e-03,6.552323031552276245e-02,1.087405093354571958e-03,5.684764522532576025e-02
4.453142503130286811e-01,-1.776847717655944542e-02,6.589930599495169572e-02,2.101929342230425199e-03,5.659358584087829241e-02
4.487671248591688644e-01,-2.610445373502393029e-02,6.650713794622294117e-02,3.120282945041537043e-03,5.623396833103119080e-02
4.534815228234405082e-01,-3.379765200681719706e-02,6.733474320062959873e-02,4.072220090915270631e-03,5.575468996415979678e-02
4.593413600817735087e-01,-4.065863991822647738e-02,6.835021316209258235e-02,4.761677721607917267e-03,5.513814868361947147e-02
4.662023479931827752e-01,-4.651847717655947095e-02,6.952650452846020901e-02,5.527498038324620000e-03,5.444476038481146918e-02
4.738955462649760420e-01,-5.123287514083114252e-02,7.083518964433993537e-02,6.089805707026827927e-03,5.354743552755405339e-02
4.822315228234405060e-01,-5.468574968697132582e-02,7.222973378462133054e-02,6.411979258025979865e-03,5.260961711192471690e-02
4.910050182601867208e-01,-5.679207958422041042e-02,7.367067984597433505e-02,6.647836855266131204e-03,5.150921562356756273e-02
5.000000000000000000e-01,-5.749999999999999556e-02,7.511003698504738202e-02,6.727339219520106668e-03,5.046156298963080933e-02
5.089949817398132792e-01,-5.679207958422041735e-02,7.651921211202478146e-02,6.623677251715604647e-03,4.942981059221718265e-02
5.177684771765594940e-01,-5.468574968697133276e-02,7.786077960117315788e-02,6.357223425021235608e-03,4.834192816272320226e-02
5.261044537350239025e-01,-5.123287514083115640e-02,7.909892063793808048e-02,5.839352811423533310e-03,4.740350825547529762e-02
5.337976520068171693e-01,-4.651847717655947789e-02,8.021233572270269896e-02,5.185791763966404386e-03,4.648932716896640727e-02
5.406586399182264913e-01,-4.065863991822649126e-02,8.118418192433664304e-02,4.602788194193320297e-03,4.564042695272071265e-02
5.465184771765594363e-01,-3.379765200681721787e-02,8.199250443934623378e-02,3.722473685587444903e-03,4.499333076175610069e-02
5.512328751408311911e-01,-2.610445373502394764e-02,8.263078209904065052e-02,2.842816679374948838e-03,4.442996055018379187e-02
5.546857496869713744e-01,-1.776847717655949052e-02,8.309394295848929191e-02,1.966193746047428890e-03,4.407649071120083722e-02
5.567920795842203896e-01,-8.994981739813287872e-03,8.337073044449676285e-02,1.049256850731043050e-03,4.382019242802955711e-02
5.625000000000000000e-01,0.000000000000000000e+00,8.422769797381930712e-02,3.498451590846442298e-05,4.324736460080731010e-02
5.617305212871961384e-01,9.777154065014429310e-03,8.412896275449387173e-02,-1.064993223586696005e-03,4.325788698127756154e-02
5.594410322684471026e-01,1.931356214843421223e-02,8.383175894555866536e-02,-2.118623891736239138e-03,4.350196121107650221e-02
5.556879077617730145e-01,2.837440623372167181e-02,8.334075503711453614e-02,-3.055440549629907972e-03,4.397003527440414283e-02
5.505635621484341602e-01,3.673657826827957107e-02,8.265821356003519305e-02,-4.076275886456037778e-03,4.448404730081918779e-02
5.441941738241592441e-01,4.419417382415922330e-02,8.179005904235642221e-02,-4.895740172096719675e-03,4.523409073231433875e-02
5.367365782682795849e-01,5.056356214843421570e-02,8.074775935606899602e-02,-5.703254631894460851e-03,4.611558494339575154e-02
5.283744062337216718e-01,5.568790776177298674e-02,7.954566005143505480e-02,-6.324635547211913261e-03,4.711090746875477853e-02
5.193135621484341602e-01,5.944103226844709570e-02,7.820753921568754374e-02,-6.911375583999461621e-03,4.829027890654660760e-02
5.097771540650144484e-01,6.173052128719611065e-02,7.675245661547076825e-02,-7.173563531452934600e-03,4.940608344320220752e-02
5.000000000000000000e-01,6.250000000000000000e-02,7.522203148089914859e-02,-7.277387158498785022e-03,5.055560678444460943e-02
4.902228459349856071e-01,6.173052128719611065e-02,7.365068171995009516e-02,-7.197431472266196430e-03,5.173947095430014159e-02
4.806864378515657843e-01,5.944103226844710264e-02,7.208117662809469806e-02,-7.051654655747814637e-03,5.279068909153483008e-02
4.716255937662783282e-01,5.568790776177299368e-02,7.055927361440779422e-02,-6.515027920390651338e-03,5.387842459751829294e-02
4.632634217317204151e-01,5.056356214843421570e-02,6.912980213860588086e-02,-5.976304213541520395e-03,5.475601045413554246e-02
4.558058261758407559e-01,4.419417382415922330e-02,6.783784618057533966e-02,-5.243163873466611877e-03,5.557299241997989969e-02
4.494364378515657843e-01,3.673657826827957801e-02,6.672389406721206118e-02,-4.361011394557460195e-03,5.631792191743781317e-02
4.443120922382269855e-01,2.837440623372167875e-02,6.582206792504934068e-02,-3.342994976332393144e-03,5.684853505279020836e-02
4.405589677315528974e-01,1.931356214843421917e-02,6.515294666303222959e-02,-2.278643800014557973e-03,5.723275762369652020e-02
4.382694787128039171e-01,9.777154065014436249e-03,6.474525779566069061e-02,-1.203392749945735030e-03,5.746232553699844037e-02
4.375000000000000000e-01,7.654042494670957545e-18,6.460687399295333977e-02,5.628547011873785579e-06,5.751381035916187934e-02
4.382694787128038616e-01,-9.777154065014420636e-03,6.474730472305556539e-02,1.186443809248102907e-03,5.739905987546387034e-02
4.405589677315528974e-01,-1.931356214843418101e-02,6.515623510836848764e-02,2.303923815268065986e-03,5.718738140440902257e-02
4.443120922382269855e-01,-2.837440623372166487e-02,6.582037399108121856e-02,3.397021335267179972e-03,5.682082775907087296e-02
4.494364378515657843e-01,-3.673657826827956413e-02,6.672722029673155975e-02,4.348553600293227246e-03,5.630331004628730956e-02
4.558058261758407559e-01,-4.419417382415921636e-02,6.783626592701180735e-02,5.187277738509923908e-03,5.562770970964237005e-02
4.632634217317204151e-01,-5.056356214843420877e-02,6.913042527634748191e-02,6.058878127059236576e-03,5.478999809498207724e-02
4.716255937662783282e-01,-5.568790776177298674e-02,7.055800151217643534e-02,6.642021497196686289e-03,5.391915177951023264e-02
4.806864378515657843e-01,-5.944103226844709570e-02,7.207856610297805333e-02,6.982731887562499892e-03,5.280619028164196260e-02
4.902228459349855516e-01,-6.173052128719610371e-02,7.364993076232885516e-02,7.166701652464966751e-03,5.170297483178982328e-02
5.000000000000000000e-01,-6.250000000000000000e-02,7.522265621595319862e-02,7.316014816319339406e-03,5.050886399413614253e-02
5.097771540650144484e-01,-6.173052128719611065e-02,7.675363368293029731e-02,7.193930509969677020e-03,4.941245198580560688e-02
5.193135621484341602e-01,-5.944103226844710264e-02,7.821154079803704917e-02,6.861069708289412386e-03,4.814626955149040738e-02
5.283744062337216718e-01,-5.568790776177300061e-02,7.954236775387564518e-02,6.391050923889560892e-03,4.716123233072794241e-02
5.367365782682795849e-01,-5.056356214843422264e-02,8.074483981054697557e-02,5.695298062801638569e-03,4.620779871984812687e-02
5.441941738241592441e-01,-4.419417382415923023e-02,8.178814345640554595e-02,4.980217658216544961e-03,4.526700888015942892e-02
5.505635621484341602e-01,-3.673657826827958495e-02,8.265824631723323046e-02,4.034821621187072334e-03,4.456630121250981791e-02
5.556879077617730145e-01,-2.837440623372168569e-02,8.333951768313808961e-02,3.078908137669267905e-03,4.394906060211548754e-02
5.594410322684471026e-01,-1.931356214843422958e-02,8.383408512000796453e-02,2.081430677388430937e-03,4.358047583800751801e-02
5.617305212871961384e-01,-9.777154065014443188e-03,8.412860432085339513e-02,1.128657133331439997e-03,4.325099066958563304e-02
5.675000000000000044e-01,0.000000000000000000e+00,8.499046329567513935e-02,-5.442492290328923826e-06,4.269004762292707283e-02
5.666689629901717762e-01,1.055932639021558289e-02,8.488648550061832221e-02,-1.165774918324981009e-03,4.275117874746937885e-02
5.641963148499228309e-01,2.085864712030894783e-02,8.456999459456353285e-02,-2.305570761034402005e-03,4.303567033117258744e-02
5.601429403827148379e-01,3.064435873241940292e-02,8.404945564916599388e-02,-3.301548037541195916e-03,4.348988227486089847e-02
5.546086471203089951e-01,3.967550452974193120e-02,8.331862218856794788e-02,-4.350069081407890656e-03,4.404297679653001313e-02
5.477297077300919970e-01,4.772970773009195533e-02,8.239598598436888299e-02,-5.272395848824331169e-03,4.487360604216184684e-02
5.396755045297418896e-01,5.460864712030894658e-02,8.128586346217980818e-02,-6.150040355315571083e-03,4.576551785453007726e-02
5.306443587324194411e-01,6.014294038271481707e-02,7.999819008587698288e-02,-6.842783990157362203e-03,4.689558947165199665e-02
5.208586471203089374e-01,6.419631484992285864e-02,7.855792666392226453e-02,-7.447285178447902824e-03,4.800416844792816662e-02
5.105593263902156176e-01,6.666896299017179006e-02,7.699241005112539282e-02,-7.818441466818482066e-03,4.937961268848681251e-02
5.000000000000000000e-01,6.749999999999999056e-02,7.534274491129297480e-02,-7.891123208456156737e-03,5.063672467093924268e-02
4.894406736097844379e-01,6.666896299017179006e-02,7.364188130654411579e-02,-7.870359674306123474e-03,5.186478762078224752e-02
4.791413528796910626e-01,6.419631484992285864e-02,7.193758823773720168e-02,-7.605316005872065840e-03,5.301841675119887964e-02
4.693556412675806144e-01,6.014294038271482401e-02,7.028746367632703052e-02,-7.042471958743353605e-03,5.423673289944711678e-02
4.603244954702580549e-01,5.460864712030894658e-02,6.873496431642986404e-02,-6.445624093952318640e-03,5.506645261497025712e-02
4.522702922699080585e-01,4.772970773009195533e-02,6.733180689554010834e-02,-5.679033002619681379e-03,5.609184826298428683e-02
4.453913528796910604e-01,3.967550452974193814e-02,6.611720671443020725e-02,-4.754470556241303242e-03,5.683428628737462879e-02
4.398570596172851621e-01,3.064435873241940986e-02,6.513660982371681507e-02,-3.601527816004445205e-03,5.738965740089078255e-02
4.358036851500771691e-01,2.085864712030895476e-02,6.440915276267215883e-02,-2.440709851366415842e-03,5.781739202546271744e-02
4.333310370098282238e-01,1.055932639021558983e-02,6.396695699040644278e-02,-1.236687611187183965e-03,5.810395480021664227e-02
4.324999999999999956e-01,8.266365894244632793e-18,6.381897463079851118e-02,3.374531979888592987e-05,5.811146506707170339e-02
4.333310370098282238e-01,-1.055932639021557248e-02,6.396891205483561105e-02,1.293445438269962043e-03,5.800711462853964245e-02
4.358036851500771136e-01,-2.085864712030891313e-02,6.441290529599329184e-02,2.474859707325020863e-03,5.775620105319771713e-02
4.398570596172851621e-01,-3.064435873241939251e-02,6.513555824568126318e-02,3.637143031554629802e-03,5.740691791636429869e-02
4.453913528796910604e-01,-3.967550452974192426e-02,6.611833315287200807e-02,4.641704002528021164e-03,5.684491283473196155e-02
4.522702922699080585e-01,-4.772970773009194839e-02,6.733148776202747821e-02,5.603723717132597787e-03,5.608212376288188028e-02
4.603244954702580549e-01,-5.460864712030893964e-02,6.873390275247777403e-02,6.502048817344558210e-03,5.518698907836994128e-02
4.693556412675805589e-01,-6.014294038271481707e-02,7.028731299803277210e-02,7.166855034941820024e-03,5.425128336595896189e-02
4.791413528796910626e-01,-6.419631484992285864e-02,7.194169571147028541e-02,7.589721409729298894e-03,5.300263374647572190e-02
4.894406736097843824e-01,-6.666896299017177618e-02,7.364191457959171072e-02,7.763528557407676015e-03,5.188967865074933100e-02
5.000000000000000000e-01,-6.749999999999999056e-02,7.534012232410823573e-02,7.916247439487527487e-03,5.059024628744610008e-02
5.105593263902156176e-01,-6.666896299017179006e-02,7.699598988996553262e-02,7.743694330450216420e-03,4.930077507167551776e-02
5.208586471203089374e-01,-6.419631484992285864e-02,7.855796614353838248e-02,7.360301531114482772e-03,4.800700732619556099e-02
5.306443587324194411e-01,-6.014294038271483095e-02,7.999895316373867304e-02,6.862493003671824021e-03,4.689799537467990997e-02
5.396755045297418896e-01,-5.460864712030895352e-02,8.128774592034258839e-02,6.156034446135568924e-03,4.586534180593938165e-02
5.477297077300919970e-01,-4.772970773009196227e-02,8.239854817048510027e-02,5.322561121312499935e-03,4.487291781084924713e-02
5.546086471203088841e-01,-3.967550452974194508e-02,8.332150676737014316e-02,4.346269164908101758e-03,4.410864351297193175e-02
5.601429403827148379e-01,-3.064435873241941680e-02,8.404901771447124970e-02,3.284613885403887823e-03,4.344879384086398205e-02
5.641963148499228309e-01,-2.085864712030896517e-02,8.457373066666552808e-02,2.201565214905163922e-03,4.302089457589711868e-02
5.666689629901717762e-01,-1.055932639021559677e-02,8.488790474830819333e-02,1.162720391426714942e-03,4.272763802548423112e-02
5.725000000000000089e-01,0.000000000000000000e+00,8.575009786275318568e-02,-2.601284812592419021e-06,4.206952705925662284e-02
5.716074046931475250e-01,1.134149871541673647e-02,8.564051581283683989e-02,-1.221587407652401959e-03,4.222642621947517855e-02
5.689515974313986701e-01,2.240373209218368342e-02,8.530749989421462787e-02,-2.456087440045925940e-03,4.258707945329610195e-02
5.645979730036566613e-01,3.291431123111713403e-02,8.475955570429079267e-02,-3.558244701893780847e-03,4.294787284793200738e-02
5.586537320921837191e-01,4.261443079120429828e-02,8.398550884091407487e-02,-4.647761213900750664e-03,4.363894500022631739e-02
5.512652416360246388e-01,5.126524163602469431e-02,8.300946954123444854e-02,-5.681960117647474884e-03,4.448744974029208293e-02
5.426144307912043052e-01,5.865373209218368439e-02,8.183168709474335223e-02,-6.601853146705656712e-03,4.545283552884109290e-02
5.329143112311170993e-01,6.459797300365666128e-02,8.046094291727542980e-02,-7.420731006678573348e-03,4.669619154170723263e-02
5.224037320921837146e-01,6.895159743139862851e-02,7.892714030869381336e-02,-7.926625981472373503e-03,4.783774417442369226e-02
5.113414987154167868e-01,7.160740469314748335e-02,7.724962996653278458e-02,-8.388304505751710549e-03,4.929283851284815832e-02
5.000000000000000000e-01,7.249999999999999500e-02,7.546889682294763424e-02,-8.519983141555881670e-03,5.069410881239611727e-02
4.886585012845832687e-01,7.160740469314748335e-02,7.364143538305711889e-02,-8.480896392377529694e-03,5.203073882924395127e-02
4.775962679078163409e-01,6.895159743139862851e-02,7.180533264802203830e-02,-8.174004977207407346e-03,5.330183027554238201e-02
4.670856887688828452e-01,6.459797300365666128e-02,7.001771061167069710e-02,-7.579921283504444628e-03,5.454659775451992099e-02
4.573855692087956948e-01,5.865373209218368439e-02,6.834362465917351304e-02,-6.832293061776971259e-03,5.556400585435240097e-02
4.487347583639753057e-01,5.126524163602469431e-02,6.682529289302698017e-02,-6.101539738362891235e-03,5.656699655402713106e-02
4.413462679078163364e-01,4.261443079120430522e-02,6.551555974631384505e-02,-5.090728920208125938e-03,5.731734084667502310e-02
4.354020269963433387e-01,3.291431123111714790e-02,6.445441383836626736e-02,-3.859741669683398879e-03,5.791183027980535691e-02
4.310484025686013854e-01,2.240373209218369382e-02,6.366931431886516113e-02,-2.626524736841260189e-03,5.836440899595025239e-02
4.283925953068525305e-01,1.134149871541674515e-02,6.319026895712030745e-02,-1.317769658405043044e-03,5.860998337191884733e-02
4.274999999999999911e-01,8.878689293818309581e-18,6.302659855419145973e-02,-2.355705840982354933e-05,5.868607594413202677e-02
4.283925953068525305e-01,-1.134149871541672780e-02,6.319356449481954019e-02,1.405982116625332937e-03,5.861232677701661703e-02
4.310484025686013299e-01,-2.240373209218364872e-02,6.367200777296534719e-02,2.646471063932427994e-03,5.831008623699413668e-02
4.354020269963433387e-01,-3.291431123111712709e-02,6.445294491983602492e-02,3.887308787722702948e-03,5.797285141496256317e-02
4.413462679078163364e-01,-4.261443079120429134e-02,6.551564649245252003e-02,5.059744661583276577e-03,5.731270393427211757e-02
4.487347583639753057e-01,-5.126524163602468737e-02,6.682470754039694649e-02,6.054470073374774303e-03,5.653088190886899900e-02
4.573855692087956948e-01,-5.865373209218367745e-02,6.834199032505559879e-02,6.960905539393131593e-03,5.561816674288676959e-02
4.670856887688828452e-01,-6.459797300365666128e-02,7.002074759630172451e-02,7.682436481133629418e-03,5.457220020349273087e-02
4.775962679078162854e-01,-6.895159743139862851e-02,7.180147330189341759e-02,8.136168660929508217e-03,5.321300416935526023e-02
4.886585012845832687e-01,-7.160740469314746948e-02,7.363590873388195512e-02,8.467780150825327326e-03,5.203984033115798685e-02
5.000000000000000000e-01,-7.249999999999999500e-02,7.547140133359535319e-02,8.524428092762529122e-03,5.070657621277809696e-02
5.113414987154166758e-01,-7.160740469314748335e-02,7.724825168372612127e-02,8.296725637210089835e-03,4.918298924199108330e-02
5.224037320921837146e-01,-6.895159743139862851e-02,7.892146587121030843e-02,7.935681536361163801e-03,4.790150937522601182e-02
5.329143112311170993e-01,-6.459797300365667516e-02,8.045956034530962753e-02,7.334583055839613737e-03,4.666378366116685078e-02
5.426144307912043052e-01,-5.865373209218369133e-02,8.182829446097659998e-02,6.609346844059955060e-03,4.546824427136109820e-02
5.512652416360246388e-01,-5.126524163602470124e-02,8.300665169337276272e-02,5.676370449728237316e-03,4.446594373561753299e-02
5.586537320921837191e-01,-4.261443079120431215e-02,8.399318946656623985e-02,4.664532824482319102e-03,4.361896026945415866e-02
5.645979730036566613e-01,-3.291431123111715484e-02,8.475430842941841791e-02,3.601381137567962951e-03,4.295300686649777822e-02
5.689515974313986701e-01,-2.240373209218370423e-02,8.530707872182757834e-02,2.349881782947160075e-03,4.246635837014353654e-02
5.716074046931474140e-01,-1.134149871541675382e-02,8.563678612924308098e-02,1.136574734024655082e-03,4.222587862069290127e-02
5.775000000000000133e-01,0.000000000000000000e+00,8.650724401110589101e-02,-1.713875577107967943e-06,4.156102218553012206e-02
5.765458463961231628e-01,1.212367104061789005e-02,8.639008068430377441e-02,-1.277002412086018042e-03,4.168703763926299988e-02
5.737068800128743984e-01,2.394881706405841901e-02,8.603976549411593289e-02,-2.529638878236453899e-03,4.204313436667386078e-02
5.690530056245984847e-01,3.518426372981486860e-02,8.546634849509200660e-02,-3.769336580128688011e-03,4.242311320948224246e-02
5.626988170640584430e-01,4.555335705266665841e-02,8.465746457350066534e-02,-4.948400568128809990e-03,4.323690206610478204e-02
5.548007755419573916e-01,5.480077554195742634e-02,8.362714336320753450e-02,-6.108755984449015797e-03,4.405775034835446996e-02
5.455533570526666098e-01,6.269881706405841526e-02,8.237749078028921979e-02,-7.062831453198204976e-03,4.519941833251957253e-02
5.351842637298148686e-01,6.905300562459848468e-02,8.092902626226962381e-02,-7.870504964083015198e-03,4.641342307464851880e-02
5.239488170640583808e-01,7.370688001287438451e-02,7.929444079512833199e-02,-8.454174138631163904e-03,4.774952575050069731e-02
5.121236710406178450e-01,7.654584639612316277e-02,7.750897207560333846e-02,-8.934431546040066952e-03,4.919993039764945786e-02
5.000000000000000000e-01,7.749999999999998557e-02,7.561454617055667071e-02,-9.093472019243809684e-03,5.078042080824043958e-02
4.878763289593821550e-01,7.654584639612316277e-02,7.364630014687091608e-02,-9.071272908877086455e-03,5.221831757332189711e-02
4.760511829359415636e-01,7.370688001287439839e-02,7.167603950453320383e-02,-8.705153506011953021e-03,5.356801390113791889e-02
4.648157362701851314e-01,6.905300562459849856e-02,6.975924684207884807e-02,-8.215109689529105641e-03,5.490685956318770711e-02
4.544466429473333347e-01,6.269881706405841526e-02,6.795888235230525265e-02,-7.353850901821532698e-03,5.600780323508502967e-02
4.451992244580426084e-01,5.480077554195742634e-02,6.632353402924735797e-02,-6.503461339325936584e-03,5.694221224417535254e-02
4.373011829359416125e-01,4.555335705266666535e-02,6.491465669724992560e-02,-5.437686693048579198e-03,5.788077901711447676e-02
4.309469943754015153e-01,3.518426372981487554e-02,6.377260440457269142e-02,-4.138461118100487252e-03,5.837743340780827961e-02
4.262931199871256016e-01,2.394881706405842595e-02,6.293002245667858596e-02,-2.800650071728038887e-03,5.892923423100245722e-02
4.234541536038768372e-01,1.212367104061789873e-02,6.241638171094265886e-02,-1.413143561233802005e-03,5.916650406929219175e-02
4.224999999999999867e-01,9.491012693391984829e-18,6.224144903322977734e-02,-6.538740054404648726e-05,5.927417616676119300e-02
4.234541536038768372e-01,-1.212367104061787965e-02,6.241620753757363277e-02,1.498050191418593986e-03,5.920786578178480197e-02
4.262931199871256016e-01,-2.394881706405838084e-02,6.293348903370721281e-02,2.857755476302702158e-03,5.888550875532445189e-02
4.309469943754015153e-01,-3.518426372981485473e-02,6.377167132466418642e-02,4.174974326686921137e-03,5.848789761215367894e-02
4.373011829359415570e-01,-4.555335705266665147e-02,6.491578110573990867e-02,5.377279335146397179e-03,5.785400561526726076e-02
4.451992244580425528e-01,-5.480077554195741940e-02,6.632423236699547253e-02,6.460919570436845193e-03,5.705409219718034913e-02
4.544466429473333347e-01,-6.269881706405840138e-02,6.795485183986831046e-02,7.445796441992812327e-03,5.599849575090923293e-02
4.648157362701851314e-01,-6.905300562459848468e-02,6.976304067776850637e-02,8.185001716129510635e-03,5.491672084181224711e-02
4.760511829359415636e-01,-7.370688001287438451e-02,7.167786628129269033e-02,8.720002099854178013e-03,5.356577764073480741e-02
4.878763289593820995e-01,-7.654584639612314889e-02,7.364569116871076682e-02,9.073647519376715903e-03,5.220919857955517301e-02
5.000000000000000000e-01,-7.749999999999998557e-02,7.561041019663419793e-02,9.129155522736524114e-03,5.076160168701662756e-02
5.121236710406178450e-01,-7.654584639612316277e-02,7.750741534992025561e-02,8.969448739842046658e-03,4.917070368156056803e-02
5.239488170640583808e-01,-7.370688001287439839e-02,7.929248394213313234e-02,8.575689046560287798e-03,4.778909388991559731e-02
5.351842637298148686e-01,-6.905300562459851244e-02,8.092488066107574041e-02,7.840019841209239573e-03,4.643762323514098733e-02
5.455533570526666098e-01,-6.269881706405842914e-02,8.237654325811612221e-02,7.057533917555426119e-03,4.508325475498921320e-02
5.548007755419573916e-01,-5.480077554195743328e-02,8.362734404622505779e-02,6.017284079874242984e-03,4.406173884096772214e-02
5.626988170640584430e-01,-4.555335705266667923e-02,8.465635066648093121e-02,4.971469139708487896e-03,4.314845396349543949e-02
5.690530056245984847e-01,-3.518426372981488248e-02,8.546580346114865390e-02,3.844420805601907101e-03,4.246903734201808167e-02
5.737068800128743984e-01,-2.394881706405843982e-02,8.604663910574696095e-02,2.550637956385343012e-03,4.198078733201773827e-02
5.765458463961231628e-01,-1.212367104061790740e-02,8.638716931371634433e-02,1.198273313149466994e-03,4.172060703948109184e-02
5.825000000000000178e-01,0.000000000000000000e+00,8.725867549721386118e-02,-2.620433036406802989e-05,4.109528059893804985e-02
5.814842880990989116e-01,1.290584336581904711e-02,8.714121506976482689e-02,-1.372392765095459049e-03,4.117020956153508160e-02
5.784621625943501266e-01,2.549390203593316154e-02,8.677315563919939245e-02,-2.634405255142821187e-03,4.149213024295950181e-02
5.735080382455403081e-01,3.745421622851261012e-02,8.617387478486732144e-02,-3.976349801430982892e-03,4.194719545922292320e-02
5.667439020359331669e-01,4.849228331412903936e-02,8.532703170560870798e-02,-5.263079280065177147e-03,4.279709614911800242e-02
5.583363094478901445e-01,5.833630944789017919e-02,8.424346737854822298e-02,-6.489601408586610082e-03,4.365974974284551197e-02
5.484922833141290255e-01,6.674390203593316695e-02,8.293214932066517164e-02,-7.500314163572013686e-03,4.491068016417545244e-02
5.374542162285126379e-01,7.350803824554034971e-02,8.140542863800698248e-02,-8.403270953976305080e-03,4.617869201163143922e-02
5.254939020359331581e-01,7.846216259435016827e-02,7.967329690385722973e-02,-9.018401518208417691e-03,4.766296107484144229e-02
5.129058433658190141e-01,8.148428809909886994e-02,7.778190276786524360e-02,-9.545713069618044777e-03,4.917026260945660254e-02
5.000000000000000000e-01,8.250000000000000389e-02,7.575566028464317259e-02,-9.684980100803451675e-03,5.084604976018269190e-02
4.870941566341809859e-01,8.148428809909886994e-02,7.366291381023068463e-02,-9.722311190781344689e-03,5.235025979011233288e-02
4.745060979640668419e-01,7.846216259435018214e-02,7.155641277674271161e-02,-9.280424640903613825e-03,5.385313639849897277e-02
4.625457837714873621e-01,7.350803824554034971e-02,6.950656294905836752e-02,-8.806530028828434345e-03,5.519363903885918937e-02
4.515077166858709745e-01,6.674390203593316695e-02,6.757166451908994120e-02,-7.956398421587027384e-03,5.637258312762424145e-02
4.416636905521098555e-01,5.833630944789017919e-02,6.583017848112433790e-02,-6.865480263005138695e-03,5.737816718272845118e-02
4.332560979640668331e-01,4.849228331412904630e-02,6.431866571275546285e-02,-5.795404076283164341e-03,5.845768627724094030e-02
4.264919617544596364e-01,3.745421622851261706e-02,6.309648020416862291e-02,-4.380245251689514341e-03,5.897988355564427743e-02
4.215378374056498179e-01,2.549390203593317195e-02,6.219086584957991132e-02,-2.968370524940016058e-03,5.950592658097474813e-02
4.185157119009011439e-01,1.290584336581905578e-02,6.164238572106586073e-02,-1.518268405670345107e-03,5.978308123650945272e-02
4.174999999999999822e-01,1.010333609296566470e-17,6.145550191335229923e-02,-2.622680163962609869e-05,5.993051387985220274e-02
4.185157119009011439e-01,-1.290584336581903670e-02,6.164515188612614688e-02,1.574862451489364998e-03,5.982225786260241679e-02
4.215378374056498179e-01,-2.549390203593311990e-02,6.219333463099750714e-02,2.951634701739163161e-03,5.951363193118758971e-02
4.264919617544596364e-01,-3.745421622851259624e-02,6.309369919056129206e-02,4.400240237400147858e-03,5.898832044969860161e-02
4.332560979640668331e-01,-4.849228331412902548e-02,6.431578563714535068e-02,5.691675039400939315e-03,5.841809200080014947e-02
4.416636905521098000e-01,-5.833630944789016531e-02,6.582439883339044617e-02,6.887278478037088363e-03,5.742158041948063063e-02
4.515077166858709745e-01,-6.674390203593315307e-02,6.757324493937125198e-02,7.908211619587985144e-03,5.639533208504844686e-02
4.625457837714873621e-01,-7.350803824554034971e-02,6.950373548349267350e-02,8.647830053280139428e-03,5.522954232645165690e-02
4.745060979640668419e-01,-7.846216259435016827e-02,7.155680963232460834e-02,9.306165974590607792e-03,5.390169606965102694e-02
4.870941566341809303e-01,-8.148428809909885606e-02,7.366240899127406150e-02,9.592751661426769313e-03,5.238357755187367931e-02
5.000000000000000000e-01,-8.250000000000000389e-02,7.575469203940296548e-02,9.696936170439655195e-03,5.078530990911910709e-02
5.129058433658190141e-01,-8.148428809909886994e-02,7.777915624444960152e-02,9.551900761289528266e-03,4.920275661786008975e-02
5.254939020359331581e-01,-7.846216259435018214e-02,7.967700677969889733e-02,9.104969455005270523e-03,4.760221034386159789e-02
5.374542162285126379e-01,-7.350803824554036359e-02,8.140265476038485715e-02,8.377747868698137354e-03,4.614884775419331175e-02
5.484922833141290255e-01,-6.674390203593318083e-02,8.293465106110617380e-02,7.453476017962871319e-03,4.474585498787064797e-02
5.583363094478901445e-01,-5.833630944789018613e-02,8.424369185330279897e-02,6.409871419929363129e-03,4.371727332189757204e-02
5.667439020359331669e-01,-4.849228331412905324e-02,8.532782530576818458e-02,5.273642562581278698e-03,4.271476084332403306e-02
5.735080382455403081e-01,-3.745421622851262400e-02,8.617023094513287518e-02,4.002766235330857715e-03,4.200290189787409673e-02
5.784621625943501266e-01,-2.549390203593318582e-02,8.677465869020603573e-02,2.718426070496412876e-03,4.150518808991843223e-02
5.814842880990989116e-01,-1.290584336581906619e-02,8.713631330643870077e-02,1.309825507941292898e-03,4.121742825409967226e-02
5.875000000000000222e-01,0.000000000000000000e+00,8.801055771446097964e-02,5.658305861912070337e-06,4.059716791974127270e-02
5.864227298020745494e-01,1.368801569102020069e-02,8.788274436151774505e-02,-1.454791762964458956e-03,4.068986041316099284e-02
5.832174451758259659e-01,2.703898700780789713e-02,8.750669347778557150e-02,-2.776365955713293050e-03,4.094423397434943102e-02
5.779630708664822425e-01,3.972416872721033776e-02,8.687888909524632552e-02,-4.172408512427936735e-03,4.149796217664476067e-02
5.707889870078078909e-01,5.143120957559139950e-02,8.599630882357536810e-02,-5.596089430248541927e-03,4.236294494545775335e-02
5.618718433538228973e-01,6.187184335382291123e-02,8.486833435579128893e-02,-6.846779765601102366e-03,4.329982777446524794e-02
