R,Z,A_phi,Br,Bz
4.915020326546889473e-01,-2.615405419811672391e-02,7.329181087411401618e-02,3.072744697742629816e-03,5.128085324759325270e-02
4.956980522113936249e-01,-2.716142936636628535e-02,7.396371728174826188e-02,3.148932352764928933e-03,5.075920063041509944e-02
5.000000000000000000e-01,-2.750000000000000014e-02,7.464666299825914453e-02,3.142866612696379111e-03,5.025436434726390789e-02
5.043019477886063751e-01,-2.716142936636628882e-02,7.532270074328890896e-02,3.090669189112590920e-03,4.976456932857969279e-02
5.084979673453110527e-01,-2.615405419811672391e-02,7.597400188477565486e-02,3.018301990204765983e-03,4.926497078437960808e-02
5.124847387428375090e-01,-2.450267941518011888e-02,7.658574012014965349e-02,2.838517054727737136e-03,4.880262022241813741e-02
5.161640944380430085e-01,-2.224796734531105796e-02,7.714210733505566520e-02,2.588215344482793900e-03,4.839873338009423320e-02
5.194454364826300852e-01,-1.944543648263006089e-02,7.763414004289904968e-02,2.277844800670001876e-03,4.804735016820454313e-02
5.222479673453110927e-01,-1.616409443804301890e-02,7.805345779339484258e-02,1.865417090961224086e-03,4.774969950786361189e-02
5.245026794151801397e-01,-1.248473874283754191e-02,7.838675215736620738e-02,1.416375194670489029e-03,4.742903740871892704e-02
5.261540541981166719e-01,-8.497967345311061363e-03,7.862864490256116223e-02,9.389070360651360133e-04,4.722595833890957245e-02
5.271614293663662298e-01,-4.301947788606355107e-03,7.877585189204698579e-02,4.716882127361866862e-04,4.712253876105543249e-02
5.324999999999999734e-01,0.000000000000000000e+00,7.960590501417874609e-02,-6.890643582188528838e-06,4.650510430936596884e-02
5.320998710693419786e-01,5.084120113807503484e-03,7.954823343258730917e-02,-5.828882736876330427e-04,4.658495185103726094e-02
5.309093367795925111e-01,1.004305231718579001e-02,7.937595510852837877e-02,-1.129555434019882936e-03,4.673510403958382187e-02
5.289577120361219631e-01,1.475469124153526955e-02,7.909039392133122848e-02,-1.627933386166938948e-03,4.692074629750341702e-02
5.262930523171858166e-01,1.910302069950537904e-02,7.870397563688201481e-02,-2.123419631424784074e-03,4.722911134068528971e-02
5.229809703885628380e-01,2.298097038856279639e-02,7.821606339464186319e-02,-2.568628808841193992e-03,4.761491169236430065e-02
5.191030206995054241e-01,2.629305231718579230e-02,7.764176040395985579e-02,-3.006112401881648206e-03,4.805491667428842678e-02
5.147546912415352782e-01,2.895771203612195269e-02,7.698607962588399634e-02,-3.313915815941316859e-03,4.867296002959255186e-02
5.100430523171858299e-01,3.090933677959249032e-02,7.626319653656549180e-02,-3.577906606655211798e-03,4.918049674035129826e-02
5.050841201138075443e-01,3.209987106934197865e-02,7.550005015102485839e-02,-3.740191871194233856e-03,4.970946858697689735e-02
5.000000000000000000e-01,3.250000000000000111e-02,7.469838317878983724e-02,-3.773001169744885901e-03,5.025011340095129897e-02
4.949158798861925113e-01,3.209987106934197865e-02,7.389461490337258243e-02,-3.693312002333676899e-03,5.078532751486906915e-02
4.899569476828142256e-01,3.090933677959249379e-02,7.309438139935789391e-02,-3.602291890500607802e-03,5.146318015733566259e-02
4.852453087584647218e-01,2.895771203612195616e-02,7.232817777740185861e-02,-3.423876873076239086e-03,5.206424408907515261e-02
4.808969793004946314e-01,2.629305231718579230e-02,7.161091909104808084e-02,-3.101772008468907903e-03,5.253886172914547237e-02
4.770190296114372175e-01,2.298097038856279639e-02,7.096756500367851217e-02,-2.668979395421829971e-03,5.294977861240759975e-02
4.737069476828141834e-01,1.910302069950538251e-02,7.040944305540779158e-02,-2.204796003028712016e-03,5.331819209986723984e-02
4.710422879638780369e-01,1.475469124153527302e-02,6.996435411916475389e-02,-1.707833873615110989e-03,5.368262247580918300e-02
4.690906632204074889e-01,1.004305231718579348e-02,6.963472573566766022e-02,-1.192239169138033976e-03,5.388656477276133894e-02
4.679001289306580214e-01,5.084120113807506953e-03,6.942726692758048601e-02,-6.806026626178572712e-04,5.392521551469851154e-02
4.675000000000000266e-01,3.980102097228898355e-18,6.936204659824321550e-02,6.555129440518131447e-05,5.400825942032821264e-02
4.679001289306580214e-01,-5.084120113807499147e-03,6.943140165668391928e-02,6.645275454075884932e-04,5.395497793207563314e-02
4.690906632204074889e-01,-1.004305231718577440e-02,6.963401217025501355e-02,1.192911088695727036e-03,5.380246490737976284e-02
4.710422879638780369e-01,-1.475469124153526608e-02,6.996736683949404678e-02,1.692825167095462048e-03,5.357906518896674714e-02
4.737069476828141834e-01,-1.910302069950537557e-02,7.040884554649778915e-02,2.190419215361181886e-03,5.327570499278669325e-02
4.770190296114372175e-01,-2.298097038856279292e-02,7.096743385396447890e-02,2.672517578992862890e-03,5.296043706641283266e-02
4.808969793004946314e-01,-2.629305231718578884e-02,7.161147724369229528e-02,3.091215117027147109e-03,5.257202623196940983e-02
4.852453087584647218e-01,-2.895771203612195269e-02,7.232696091343134015e-02,3.388041394040293940e-03,5.203446714261439343e-02
4.899569476828142256e-01,-3.090933677959249032e-02,7.309518728201309934e-02,3.606387864513495908e-03,5.146251090592558058e-02
4.949158798861925113e-01,-3.209987106934197171e-02,7.389193102978566796e-02,3.718207102675630867e-03,5.085331431261169016e-02
5.000000000000000000e-01,-3.250000000000000111e-02,7.470131543717685452e-02,3.721240923862187064e-03,5.023327198048870706e-02
5.050841201138075443e-01,-3.209987106934197865e-02,7.549773278621979555e-02,3.611622824476468964e-03,4.971945082144473699e-02
5.100430523171858299e-01,-3.090933677959249379e-02,7.626459741291130578e-02,3.518415677665925976e-03,4.914056313588738983e-02
5.147546912415352782e-01,-2.895771203612195963e-02,7.698434309822878296e-02,3.321185111156700967e-03,4.857251945010865324e-02
5.191030206995054241e-01,-2.629305231718579577e-02,7.764233808250491087e-02,3.020470595109170202e-03,4.806802543003468181e-02
5.229809703885628380e-01,-2.298097038856279986e-02,7.822002459950641584e-02,2.641989549691858841e-03,4.762598885988607311e-02
5.262930523171858166e-01,-1.910302069950538598e-02,7.870482239130693891e-02,2.213075260763449140e-03,4.725952620888383693e-02
5.289577120361219631e-01,-1.475469124153527649e-02,7.909306425179200850e-02,1.682781840688981918e-03,4.696222286949287145e-02
5.309093367795925111e-01,-1.004305231718580042e-02,7.937678040806347979e-02,1.108203255256861967e-03,4.672080919552241973e-02
5.320998710693419786e-01,-5.084120113807510423e-03,7.954702927090223641e-02,5.574373140159724410e-04,4.655180516069520186e-02
5.374999999999999778e-01,0.000000000000000000e+00,8.038106494451054129e-02,-2.298903838320660959e-05,4.592737890693684988e-02
5.370383127723176164e-01,5.866292439008657066e-03,8.031787396439174498e-02,-6.218166642858606640e-04,4.599822895835767311e-02
5.356646193610682394e-01,1.158813728906052734e-02,8.012131071968534024e-02,-1.267168392947284894e-03,4.617760167053922699e-02
5.334127446570637865e-01,1.702464374023300239e-02,7.980310160367976025e-02,-1.926636997946777098e-03,4.645299294208193180e-02
5.303381372890605405e-01,2.204194696096774264e-02,7.935797968343367981e-02,-2.459691800629539189e-03,4.679137663283020748e-02
5.265165042944954799e-01,2.651650429449553190e-02,7.880146798474232939e-02,-2.975464034696500160e-03,4.724319037374814789e-02
5.220419469609677288e-01,3.033813728906052665e-02,7.814569100969652460e-02,-3.477070603086634092e-03,4.766808096904980030e-02
5.170246437402330475e-01,3.341274465706379343e-02,7.739587744317787121e-02,-3.827937033440267922e-03,4.836524442019624059e-02
5.115881372890604961e-01,3.566461936106825326e-02,7.656495447309263902e-02,-4.134656408396538384e-03,4.899713847058782129e-02
5.058662924390087134e-01,3.703831277231766500e-02,7.568523391531487010e-02,-4.364372501101665414e-03,4.962771154188114209e-02
5.000000000000000000e-01,3.749999999999999861e-02,7.476312911483706802e-02,-4.397966304654393407e-03,5.032484196760658723e-02
4.941337075609913421e-01,3.703831277231766500e-02,7.383041965454043010e-02,-4.353833096123076174e-03,5.098545602793347342e-02
4.884118627109394484e-01,3.566461936106826019e-02,7.290565593852507686e-02,-4.169778742326969712e-03,5.174764176216511274e-02
4.829753562597670080e-01,3.341274465706379343e-02,7.201379806344146428e-02,-3.889016958387456115e-03,5.236886231656857904e-02
4.779580530390322712e-01,3.033813728906052665e-02,7.118337436853532096e-02,-3.537529763984604940e-03,5.289672099213108686e-02
4.734834957055044646e-01,2.651650429449553190e-02,7.043603255224462067e-02,-3.103346250682898801e-03,5.335271708227742188e-02
4.696618627109394595e-01,2.204194696096774611e-02,6.979332058606281530e-02,-2.615262124580759046e-03,5.375329443039517097e-02
4.665872553429362135e-01,1.702464374023300586e-02,6.926827036822200134e-02,-2.010031635174771084e-03,5.412783382022332695e-02
4.643353806389317606e-01,1.158813728906053081e-02,6.888730372848152206e-02,-1.376812552677504934e-03,5.438616430140841979e-02
4.629616872276823281e-01,5.866292439008661402e-03,6.865220233859987975e-02,-7.754870558719087134e-04,5.446008780736000254e-02
4.625000000000000222e-01,4.592425496802574373e-18,6.857086103969839419e-02,-3.170372840740359895e-05,5.451673619374008267e-02
4.629616872276823281e-01,-5.866292439008651861e-03,6.864898472716926547e-02,7.342390048810937134e-04,5.449126213562178328e-02
4.643353806389317606e-01,-1.158813728906050826e-02,6.888822344927097996e-02,1.403747976366448956e-03,5.437118279602744242e-02
4.665872553429362135e-01,-1.702464374023299892e-02,6.926996670225443742e-02,1.970524993933013991e-03,5.412535130102522074e-02
4.696618627109394595e-01,-2.204194696096773917e-02,6.979242696993667727e-02,2.572339093686593081e-03,5.377628215385293897e-02
4.734834957055044646e-01,-2.651650429449552843e-02,7.043167293342574020e-02,3.131400547806320166e-03,5.341059738923797234e-02
4.779580530390322712e-01,-3.033813728906052318e-02,7.118429782233619274e-02,3.597384264736006032e-03,5.289983798545389720e-02
4.829753562597670080e-01,-3.341274465706379343e-02,7.201445735649586455e-02,3.879834782216005917e-03,5.226774057731360668e-02
4.884118627109394484e-01,-3.566461936106825326e-02,7.290508107008211724e-02,4.163177675245646400e-03,5.167310394732391871e-02
4.941337075609913421e-01,-3.703831277231765806e-02,7.383098566089328629e-02,4.304588173567418068e-03,5.100914226344072794e-02
5.000000000000000000e-01,-3.749999999999999861e-02,7.476420578313724974e-02,4.337512458698872253e-03,5.028812169555534756e-02
5.058662924390086024e-01,-3.703831277231766500e-02,7.568291987712770508e-02,4.267451689064285895e-03,4.965478341186416178e-02
5.115881372890604961e-01,-3.566461936106826019e-02,7.656734043851104454e-02,4.093419005866628414e-03,4.900252956893409728e-02
5.170246437402330475e-01,-3.341274465706380037e-02,7.739597834488318173e-02,3.837232811643608108e-03,4.831997072962777862e-02
5.220419469609677288e-01,-3.033813728906053359e-02,7.814310624320196241e-02,3.480642157496892201e-03,4.775362817388659198e-02
5.265165042944954799e-01,-2.651650429449553883e-02,7.880528030478903267e-02,3.007511339785462826e-03,4.719220983728218688e-02
5.303381372890605405e-01,-2.204194696096774958e-02,7.935975108344778262e-02,2.497883726890272153e-03,4.675386959221525252e-02
5.334127446570637865e-01,-1.702464374023300933e-02,7.979929630365220627e-02,1.924812453610187093e-03,4.641363077528912195e-02
5.356646193610682394e-01,-1.158813728906053775e-02,8.012276458452292915e-02,1.287744350396256019e-03,4.614372936190001828e-02
5.370383127723176164e-01,-5.866292439008665739e-03,8.031546661655389330e-02,6.435220217426078186e-04,4.597363186806618235e-02
5.424999999999999822e-01,0.000000000000000000e+00,8.115759871306683915e-02,-5.087631679515916203e-05,4.535517272079064161e-02
5.419767544752933652e-01,6.648464764209811514e-03,8.108439422614215075e-02,-6.971712576724673578e-04,4.546559817198329856e-02
5.404199019425439676e-01,1.313322226093526293e-02,8.086641617248005454e-02,-1.424547955041116903e-03,4.561510218343411277e-02
5.378677772780056099e-01,1.929459623893073350e-02,8.050837603973344525e-02,-2.168035384837333889e-03,4.589645306291217225e-02
5.343832222609352645e-01,2.498087322243010625e-02,8.001660062885924962e-02,-2.826441361276416184e-03,4.634725220334864199e-02
5.300520382004282327e-01,3.005203820042826740e-02,7.939211916236003919e-02,-3.412079020576954790e-03,4.692796075325161159e-02
5.249808732224301444e-01,3.438322226093526446e-02,7.865117779896149686e-02,-3.938834922970065391e-03,4.737641501231622254e-02
5.192945962389307057e-01,3.786777727800563070e-02,7.781024725051537139e-02,-4.351205338357496885e-03,4.803027999900307682e-02
5.131332222609352733e-01,4.041990194254402313e-02,7.687785040376214629e-02,-4.706098403853127728e-03,4.876350005586114339e-02
5.066484647642097716e-01,4.197675447529335135e-02,7.588131435754624787e-02,-4.925338211543207889e-03,4.957098547808756750e-02
5.000000000000000000e-01,4.249999999999999611e-02,7.483815627371923074e-02,-4.934598312706045195e-03,5.037712843145485120e-02
4.933515352357902284e-01,4.197675447529335135e-02,7.377727073000782398e-02,-4.872913236058887265e-03,5.114434085149788256e-02
4.868667777390647267e-01,4.041990194254402313e-02,7.272578831209459971e-02,-4.641517514835153194e-03,5.201393212015986700e-02
4.807054037610692943e-01,3.786777727800563070e-02,7.170867249829897261e-02,-4.394285706233837414e-03,5.268176932045629673e-02
4.750191267775699111e-01,3.438322226093526446e-02,7.076392132908550237e-02,-4.055736391945813368e-03,5.322603451380861217e-02
4.699479617995717118e-01,3.005203820042826740e-02,6.990812737036336544e-02,-3.507433972652141893e-03,5.378704032440397714e-02
4.656167777390647355e-01,2.498087322243010971e-02,6.917255681436150494e-02,-2.960071174440124988e-03,5.428538114404597714e-02
4.621322227219943901e-01,1.929459623893074044e-02,6.857760003236611224e-02,-2.284333837375808821e-03,5.468448054905687000e-02
4.595800980574559769e-01,1.313322226093526814e-02,6.813682499915511837e-02,-1.507711336834471894e-03,5.501812337199366715e-02
4.580232455247066348e-01,6.648464764209815851e-03,6.787038655233859630e-02,-7.994973218972765538e-04,5.513752374292470171e-02
4.575000000000000178e-01,5.204748896376250391e-18,6.777842118685858952e-02,-4.578678329450399124e-05,5.511878299370572692e-02
4.580232455247066348e-01,-6.648464764209805443e-03,6.786945154305550065e-02,7.810083186458123463e-04,5.510174609940300672e-02
4.595800980574559769e-01,-1.313322226093524211e-02,6.813887024921906621e-02,1.533877225789644907e-03,5.500079879968112345e-02
4.621322227219943901e-01,-1.929459623893073003e-02,6.857496327749681986e-02,2.212299841202431967e-03,5.471160103357104731e-02
4.656167777390647355e-01,-2.498087322243010278e-02,6.917300916792465393e-02,2.931847861167851885e-03,5.429660805112394850e-02
4.699479617995717118e-01,-3.005203820042826393e-02,6.990871480413095307e-02,3.625218274132728166e-03,5.378383221009958026e-02
4.750191267775699111e-01,-3.438322226093525752e-02,7.076250458997583592e-02,4.103280577301333422e-03,5.316425405541126692e-02
4.807054037610692387e-01,-3.786777727800563070e-02,7.171030201684129579e-02,4.414105954392325351e-03,5.250499535268553231e-02
4.868667777390647267e-01,-4.041990194254402313e-02,7.272525821418743264e-02,4.767483039226597108e-03,5.192188252728917319e-02
4.933515352357901729e-01,-4.197675447529334442e-02,7.377580638004722913e-02,4.879973572690038744e-03,5.114371584903060208e-02
5.000000000000000000e-01,-4.249999999999999611e-02,7.483558662225213431e-02,4.947227290460294059e-03,5.039946304180001335e-02
5.066484647642097716e-01,-4.197675447529335135e-02,7.587985704628266714e-02,4.891838755571115138e-03,4.962650039218770293e-02
5.131332222609352733e-01,-4.041990194254402313e-02,7.687960913577306099e-02,4.623943135999378576e-03,4.885343463439634215e-02
5.192945962389307057e-01,-3.786777727800563764e-02,7.780932944661819728e-02,4.347472426311781678e-03,4.807872346736880020e-02
5.249808732224301444e-01,-3.438322226093527140e-02,7.865399395524175219e-02,3.959186626904125789e-03,4.746488723278659283e-02
5.300520382004282327e-01,-3.005203820042827434e-02,7.939488853034003257e-02,3.394447570715615915e-03,4.674592769737619807e-02
5.343832222609352645e-01,-2.498087322243011665e-02,8.001328547554516224e-02,2.779649352201873057e-03,4.625865662187859245e-02
5.378677772780056099e-01,-1.929459623893074391e-02,8.050954918456297571e-02,2.138225816950758886e-03,4.588527599088663977e-02
5.404199019425439676e-01,-1.313322226093527507e-02,8.086554052949762594e-02,1.433415673836519952e-03,4.559661746676155897e-02
5.419767544752933652e-01,-6.648464764209821055e-03,8.108447675458943515e-02,6.871652821846729788e-04,4.541302011678555184e-02
5.474999999999999867e-01,0.000000000000000000e+00,8.192859351957756942e-02,-1.197052275268812942e-04,4.475066402653612302e-02
5.469151961782690030e-01,7.430637089410965963e-03,8.185091660472836039e-02,-8.274120832134336740e-04,4.487598688221149101e-02
5.451751845240198069e-01,1.467830723281000199e-02,8.161043649039489978e-02,-1.613532525328677898e-03,4.509727833464947933e-02
5.423228098989474333e-01,2.156454873762847155e-02,8.121753858031181827e-02,-2.443648431949055171e-03,4.540456433623375754e-02
5.384283072328099884e-01,2.791979948389247332e-02,8.067499284417212202e-02,-3.132457774380936928e-03,4.589593138198686667e-02
5.335875721063609856e-01,3.358757210636101331e-02,7.998857079913157531e-02,-3.815857921171038943e-03,4.649192708389848078e-02
5.279197994838924490e-01,3.842830723281000227e-02,7.916866135313309349e-02,-4.389149567884266696e-03,4.708560326373466970e-02
5.215645487376284750e-01,4.232280989894746798e-02,7.822770431420492110e-02,-4.854902588412161359e-03,4.778182468963691754e-02
5.146783072328100506e-01,4.517518452401979301e-02,7.719861291032389938e-02,-5.186424980546188758e-03,4.855728198904633863e-02
5.074306370894109408e-01,4.691519617826904465e-02,7.608752242890343132e-02,-5.409778744190599405e-03,4.952735505750863187e-02
5.000000000000000000e-01,4.750000000000000056e-02,7.491922085078409066e-02,-5.471025052906280939e-03,5.041811274858110092e-02
4.925693629105890592e-01,4.691519617826904465e-02,7.373360638161735592e-02,-5.461342278663467407e-03,5.127357806520418948e-02
4.853216927671900049e-01,4.517518452401979995e-02,7.255066340390245450e-02,-5.290928803177250700e-03,5.211746660923383123e-02
4.784354512623715250e-01,4.232280989894747492e-02,7.141317649804744538e-02,-5.019015520228845180e-03,5.276679521901225106e-02
4.720802005161075510e-01,3.842830723281000227e-02,7.034770536379122974e-02,-4.509941072101657060e-03,5.365362205787953254e-02
4.664124278936390144e-01,3.358757210636101331e-02,6.938645621310883527e-02,-3.921819889555482226e-03,5.425796379895442278e-02
4.615716927671900116e-01,2.791979948389248026e-02,6.855784954347481086e-02,-3.294450651379046170e-03,5.477213105854995823e-02
4.576771901010525112e-01,2.156454873762847502e-02,6.788546323986002773e-02,-2.555259982707058786e-03,5.520561066409750139e-02
4.548248154759801931e-01,1.467830723281000720e-02,6.739022430379054684e-02,-1.716658533262692063e-03,5.557499038687994941e-02
4.530848038217309415e-01,7.430637089410972035e-03,6.708783658707546949e-02,-8.458260858439832237e-04,5.578981837849311676e-02
4.525000000000000133e-01,5.817072295949927950e-18,6.698572338895984746e-02,-2.321391189969727992e-05,5.576427653472194879e-02
4.530848038217309415e-01,-7.430637089410959892e-03,6.708792884768104148e-02,8.948016749696192321e-04,5.574000166631881692e-02
4.548248154759801931e-01,-1.467830723280997771e-02,6.738941076502194538e-02,1.692286994652988973e-03,5.556026657379904699e-02
4.576771901010525112e-01,-2.156454873762846461e-02,6.788725709963090715e-02,2.431590262695466909e-03,5.525913936676077332e-02
4.615716927671900116e-01,-2.791979948389246985e-02,6.855516323933548428e-02,3.162383533325748095e-03,5.481734009518191009e-02
4.664124278936390144e-01,-3.358757210636100637e-02,6.938501318962811415e-02,3.914370108338804423e-03,5.429954112276041273e-02
4.720802005161074955e-01,-3.842830723281000227e-02,7.035124957681046509e-02,4.516195237817714064e-03,5.366858326148030850e-02
4.784354512623715250e-01,-4.232280989894746798e-02,7.141132268474005562e-02,4.959181137744132079e-03,5.293717922424345801e-02
4.853216927671900049e-01,-4.517518452401979301e-02,7.255176779062896819e-02,5.336269286979960016e-03,5.212459637911295157e-02
4.925693629105890037e-01,-4.691519617826903771e-02,7.372948937355949806e-02,5.447052157767102304e-03,5.125785936380153340e-02
5.000000000000000000e-01,-4.750000000000000056e-02,7.492150945330008915e-02,5.528843213963425401e-03,5.045514220994681137e-02
5.074306370894109408e-01,-4.691519617826904465e-02,7.608757858109643779e-02,5.445764874702248640e-03,4.954395755704737309e-02
5.146783072328099395e-01,-4.517518452401979995e-02,7.719677325981978699e-02,5.177126270620665410e-03,4.868416278293605237e-02
5.215645487376284750e-01,-4.232280989894748185e-02,7.823202388086550330e-02,4.834403625517184194e-03,4.784085157427864221e-02
5.279197994838924490e-01,-3.842830723281000921e-02,7.916981441908114980e-02,4.347352402064595667e-03,4.713114917619617289e-02
5.335875721063609856e-01,-3.358757210636101331e-02,7.998475318100635445e-02,3.770963130307265852e-03,4.633353476827756917e-02
5.384283072328099884e-01,-2.791979948389248373e-02,8.067184093785718935e-02,3.054313151107861807e-03,4.583722875262544183e-02
5.423228098989474333e-01,-2.156454873762848196e-02,8.121627046823351459e-02,2.401114076564648918e-03,4.540943438262388249e-02
5.451751845240198069e-01,-1.467830723281001414e-02,8.160850338762712375e-02,1.636365976936180909e-03,4.507044183035872204e-02
5.469151961782690030e-01,-7.430637089410977239e-03,8.184529688921080015e-02,8.496528744324765171e-04,4.490859849992134833e-02
5.524999999999999911e-01,0.000000000000000000e+00,8.269303361622998283e-02,-2.766703434325549832e-05,4.427090434178623107e-02
5.518536378812447518e-01,8.212809414612120412e-03,8.261027961391069485e-02,-9.633909348823242822e-04,4.431053273301163720e-02
5.499304671054955351e-01,1.622339220468473758e-02,8.235015904312451007e-02,-1.769303690382327977e-03,4.455131707107248124e-02
5.467778425198892567e-01,2.383450123632620266e-02,8.192215798755683731e-02,-2.654459176397535106e-03,4.490852410841710690e-02
5.424733922046847123e-01,3.085872574535483692e-02,8.133211042434233817e-02,-3.454212059904617198e-03,4.544602251901293244e-02
5.371231060122937384e-01,3.712310601229374535e-02,8.058315671326593543e-02,-4.215031867245840405e-03,4.606558090730548949e-02
5.308587257453548647e-01,4.247339220468474008e-02,7.968869576490503204e-02,-4.815515514088859403e-03,4.676403164578638721e-02
5.238345012363262443e-01,4.677784251988930525e-02,7.866100563637686005e-02,-5.394801543833970328e-03,4.757643950389642967e-02
5.162233922046847168e-01,4.993046710549555595e-02,7.752470814944251165e-02,-5.719141343631119721e-03,4.849894077177648033e-02
5.082128094146121100e-01,5.185363788124473100e-02,7.629737151680339446e-02,-5.909607050371057033e-03,4.947744873566382873e-02
5.000000000000000000e-01,5.249999999999999806e-02,7.500995235218467505e-02,-6.089165539573169680e-03,5.045425737302813851e-02
4.917871905853878900e-01,5.185363788124473100e-02,7.369736509157345794e-02,-6.098559731857676816e-03,5.141250669732372325e-02
4.837766077953152832e-01,4.993046710549556289e-02,7.238482462306387866e-02,-5.926119734759482081e-03,5.237391574915307296e-02
4.761654987636738112e-01,4.677784251988931219e-02,7.112501676506743920e-02,-5.513261637077346809e-03,5.314607677901708738e-02
4.691412742546451908e-01,4.247339220468474008e-02,6.993336069930247700e-02,-5.025517223439899574e-03,5.403707128076574995e-02
4.628768939877062616e-01,3.712310601229374535e-02,6.886660665149600680e-02,-4.340637578585108264e-03,5.469503777112030840e-02
4.575266077953152877e-01,3.085872574535484386e-02,6.794323349031623771e-02,-3.590948599469426846e-03,5.526919993204407189e-02
4.532221574801106878e-01,2.383450123632620959e-02,6.719514622463433617e-02,-2.822718135748453813e-03,5.570600194096392288e-02
4.500695328945044649e-01,1.622339220468474452e-02,6.664441525179091996e-02,-1.931068268243456071e-03,5.610681256832446978e-02
4.481463621187552482e-01,8.212809414612125616e-03,6.630511454163648399e-02,-9.360304363876288539e-04,5.638942814088399036e-02
4.475000000000000089e-01,6.429395695523603968e-18,6.618852129260352490e-02,-2.255073336103216876e-05,5.632793577594921719e-02
4.481463621187552482e-01,-8.212809414612113473e-03,6.630493427097404469e-02,9.919275327771831345e-04,5.629890698426474188e-02
4.500695328945044094e-01,-1.622339220468470983e-02,6.664490734036780661e-02,1.878804342982287948e-03,5.605991196326025328e-02
4.532221574801106878e-01,-2.383450123632619919e-02,6.719216891299227556e-02,2.703302389403148924e-03,5.571112259953796275e-02
4.575266077953152877e-01,-3.085872574535483345e-02,6.793856629467420749e-02,3.634606335121917924e-03,5.529315205413878886e-02
4.628768939877062616e-01,-3.712310601229373841e-02,6.886811161725209240e-02,4.317191710912495275e-03,5.472696574594369812e-02
4.691412742546451353e-01,-4.247339220468473314e-02,6.993166395501196342e-02,4.945595644567567402e-03,5.406455950695954193e-02
4.761654987636738112e-01,-4.677784251988930525e-02,7.112226742663728396e-02,5.508335686670864755e-03,5.326918368725318959e-02
4.837766077953152277e-01,-4.993046710549555595e-02,7.238897652655881809e-02,5.890889497362074984e-03,5.235898242215709930e-02
4.917871905853878900e-01,-5.185363788124472406e-02,7.369238711392596397e-02,6.093210518656534333e-03,5.136201060427156989e-02
5.000000000000000000e-01,-5.249999999999999806e-02,7.501305736267648017e-02,6.121798642921758710e-03,5.047465489394580007e-02
5.082128094146121100e-01,-5.185363788124473100e-02,7.629709121077424272e-02,6.002681268026758069e-03,4.946200841535469683e-02
5.162233922046847168e-01,-4.993046710549556289e-02,7.752538730973967951e-02,5.773452736716587139e-03,4.850654916641643222e-02
5.238345012363262443e-01,-4.677784251988931913e-02,7.866253689111599168e-02,5.310223960058453076e-03,4.759692244233181685e-02
5.308587257453548647e-01,-4.247339220468474702e-02,7.968800534256455237e-02,4.747905983152874397e-03,4.680940343116350710e-02
5.371231060122937384e-01,-3.712310601229375229e-02,8.058099476141095119e-02,4.186896300423258166e-03,4.598734048069710173e-02
5.424733922046847123e-01,-3.085872574535485080e-02,8.133036201919684183e-02,3.366819993762335071e-03,4.540079573107139166e-02
5.467778425198892567e-01,-2.383450123632621653e-02,8.192454563736338569e-02,2.635257115291412926e-03,4.489438225328570148e-02
5.499304671054955351e-01,-1.622339220468475146e-02,8.234996822272976080e-02,1.806855112024528982e-03,4.456960408420038849e-02
5.518536378812447518e-01,-8.212809414612132555e-03,8.261128806039104433e-02,9.566749457202384718e-04,4.439634564336251976e-02
5.574999999999999956e-01,0.000000000000000000e+00,8.346442307945672878e-02,6.437115884037032470e-05,4.379114465703633913e-02
5.567920795842203896e-01,8.994981739813273994e-03,8.337065362112036637e-02,-1.009058999425647019e-03,4.377320437373954237e-02
5.546857496869713744e-01,1.776847717655947317e-02,8.309265521508199526e-02,-1.909625349872262103e-03,4.400205862207102331e-02
5.512328751408311911e-01,2.610445373502393723e-02,8.263306642211680486e-02,-2.838393541421348112e-03,4.440816184678993139e-02
5.465184771765594363e-01,3.379765200681720400e-02,8.199309008362286322e-02,-3.788144942419950905e-03,4.497192623620156066e-02
5.406586399182264913e-01,4.065863991822648432e-02,8.118654046617840292e-02,-4.570519789737318393e-03,4.565165465129023686e-02
5.337976520068171693e-01,4.651847717655947789e-02,8.021692405540135906e-02,-5.245928734474034939e-03,4.644494223951879663e-02
5.261044537350239025e-01,5.123287514083114252e-02,7.910285896007722417e-02,-5.891838920926465231e-03,4.737398224176230660e-02
5.177684771765594940e-01,5.468574968697132582e-02,7.785586480569597900e-02,-6.299577797593789406e-03,4.843827617153891735e-02
5.089949817398132792e-01,5.679207958422041735e-02,7.652166301823831729e-02,-6.533439926054243965e-03,4.942377437906760040e-02
5.000000000000000000e-01,5.749999999999999556e-02,7.511112555950512359e-02,-6.718277955421514402e-03,5.048624833230903192e-02
4.910050182601867208e-01,5.679207958422041735e-02,7.366946233697853341e-02,-6.647020397548713579e-03,5.157978003829898073e-02
4.822315228234405060e-01,5.468574968697133276e-02,7.222979872314785887e-02,-6.494963763193190368e-03,5.266004737780988210e-02
4.738955462649760420e-01,5.123287514083114946e-02,7.083734126710786172e-02,-6.024243161245270914e-03,5.351362169760517928e-02
4.662023479931828307e-01,4.651847717655947789e-02,6.952924793216344601e-02,-5.531057296851641172e-03,5.444063550411574332e-02
4.593413600817735087e-01,4.065863991822648432e-02,6.835175312793934088e-02,-4.795225341051649777e-03,5.509789307818933196e-02
4.534815228234405082e-01,3.379765200681721093e-02,6.733312632416799115e-02,-3.930558938780919984e-03,5.578125911512195334e-02
